City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
385,beibei,90,CN,1518321600,93,29.83,106.43,42.8,4.21
386,kaitangata,92,NZ,1518325336,100,-46.28,169.85,62.97,3.53
387,itamarandiba,36,BR,1518325336,98,-17.86,-42.86,65.44,3.09
388,shanting,0,CN,1518325337,21,35.08,117.46,38.04,17.18
389,tigil,12,RU,1518325337,80,57.8,158.67,15.09,3.42
390,farah,44,AF,1518325338,60,32.37,62.11,46.54,3.76
391,zemio,0,CF,1518325338,85,5.02,25.13,74.67,3.65
392,rundu,36,NA,1518325339,76,-17.91,19.77,69.4,6.11
393,port blair,0,IN,1518325339,100,11.67,92.75,80.52,9.24
394,tiarei,90,PF,1518323400,74,-17.53,-149.33,82.4,8.05
395,haifa,0,IL,1518323400,28,32.82,35.0,71.6,13.87
396,dejen,0,ET,1518325341,29,10.16,38.15,63.06,2.19
397,suraabad,90,AZ,1518323400,86,40.82,49.47,39.2,6.93
398,camacha,75,PT,1518323400,67,33.08,-16.33,59.0,9.17
399,srandakan,32,ID,1518325342,100,-7.94,110.25,78.99,3.53
400,margate,40,AU,1518323400,34,-43.03,147.26,66.2,17.22
401,ewa beach,75,US,1518324060,72,21.32,-158.01,73.4,5.82
402,gravdal,92,NO,1518324600,100,59.79,5.78,37.4,31.09
403,babynino,80,RU,1518325344,90,54.39,35.75,27.06,11.7
404,am timan,8,TD,1518325344,31,11.04,20.28,71.88,5.66
405,port hardy,90,CA,1518321600,93,50.7,-127.42,32.0,3.36
406,thinadhoo,80,MV,1518325345,100,0.53,72.93,81.78,6.67
407,merritt,1,CA,1518321600,62,50.11,-120.79,21.2,2.24
408,praia da vitoria,20,PT,1518321600,93,38.73,-27.07,55.4,14.83
409,yumen,0,CN,1518325346,89,40.29,97.04,22.83,7.23
410,shetpe,0,KZ,1518325347,69,44.14,52.16,15.94,4.99
411,kirkkonummi,75,FI,1518324600,100,60.12,24.44,21.2,8.05
412,angoram,48,PG,1518325348,92,-4.06,144.07,84.88,2.98
413,pacific grove,1,US,1518323700,30,36.62,-121.92,55.4,4.54
414,port-cartier,40,CA,1518321600,83,50.03,-66.88,-4.01,4.7
415,siderno,40,IT,1518321300,81,38.28,16.3,50.0,6.93
416,bushehr,0,IR,1518321600,71,28.97,50.84,57.2,4.7
417,mariana,20,BR,1518325349,91,-20.38,-43.42,64.36,4.99
418,thunder bay,20,CA,1518321600,83,48.41,-89.26,-7.61,2.24
419,manakara,92,MG,1518325350,89,-22.14,48.01,78.09,2.19
420,puerto escondido,8,MX,1518325350,99,15.86,-97.07,81.96,10.25
421,miles city,1,US,1518321180,91,46.41,-105.84,-7.61,8.05
422,xining,0,CN,1518325351,9,36.62,101.77,34.03,11.59
423,huarmey,24,PE,1518325351,91,-10.07,-78.15,62.79,2.19
424,kamina,88,CD,1518325352,100,-8.74,25.0,67.33,5.21
425,chicama,90,PE,1518321600,88,-7.84,-79.15,69.8,8.05
426,nara,20,JP,1518323400,48,34.68,135.8,44.6,24.16
427,dukhovnitskoye,32,RU,1518325353,88,52.48,48.21,2.31,4.99
428,lyantonde,12,UG,1518325353,75,-0.41,31.15,70.21,6.55
429,gol,64,IN,1518325354,38,25.38,72.44,77.91,6.11
430,amambai,80,BR,1518325354,97,-23.11,-55.23,73.41,6.22
431,bida,0,NG,1518325354,93,9.08,6.02,75.21,6.55
432,dunyapur,75,PK,1518321300,62,29.8,71.74,55.4,9.17
433,jackson,90,US,1518322500,100,35.61,-88.82,59.0,5.82
434,karratha,44,AU,1518325356,42,-20.74,116.85,97.53,9.13
435,gejiu,0,CN,1518325356,71,23.36,103.16,63.19,2.75
436,lompoc,1,US,1518323700,87,34.64,-120.46,55.4,5.99
437,constitucion,0,MX,1518325357,81,23.99,-104.67,40.38,5.77
438,gasa,0,BT,1518325357,27,27.91,89.73,21.34,2.64
439,yatou,75,CM,1518321600,94,3.63,9.81,78.8,3.36
440,decin,75,CZ,1518324600,80,50.78,14.21,33.8,8.05
441,san ignacio,0,CL,1518321600,58,-36.8,-72.03,59.0,12.75
442,halifax,90,CA,1518322740,100,44.65,-63.58,42.8,20.8
443,farafangana,80,MG,1518325360,92,-22.82,47.83,79.53,5.21
444,kuching,75,MY,1518321600,70,1.56,110.34,84.2,6.93
445,gazojak,0,TM,1518325361,75,41.19,61.4,25.21,4.65
446,puerto varas,0,CL,1518321600,81,-41.32,-72.98,46.4,8.05
447,axim,76,GH,1518325362,96,4.87,-2.24,82.59,13.15
448,bideford,92,GB,1518321000,95,51.02,-4.21,41.0,26.4
449,huilong,0,CN,1518325363,55,28.89,110.18,48.03,3.09
450,maiduguri,0,NG,1518325363,50,11.84,13.15,66.61,4.99
451,majene,88,ID,1518325364,99,-3.54,118.97,82.86,9.01
452,kuloy,92,RU,1518325364,84,61.03,42.49,15.94,10.25
453,mosquera,20,CO,1518321600,66,4.71,-74.23,53.6,4.7
454,gobabis,76,NA,1518321600,82,-22.45,18.97,66.2,2.24
455,muzhi,32,RU,1518325365,75,65.4,64.7,-6.43,5.1
456,inirida,24,CO,1518325366,84,3.87,-67.92,74.31,2.08
457,baraboo,1,US,1518322500,66,43.47,-89.74,12.2,2.98
458,netrakona,88,BD,1518325367,66,24.88,90.72,76.15,4.21
459,siilinjarvi,90,FI,1518324600,85,63.08,27.67,15.8,2.24
460,grand gaube,75,MU,1518321600,88,-20.01,57.66,82.4,7.23
461,sweetwater,1,US,1518322500,58,32.47,-100.41,30.2,11.41
462,muisne,80,EC,1518325369,98,0.61,-80.02,71.83,2.64
463,ullapool,20,GB,1518325369,100,57.9,-5.16,40.02,16.06
464,matamoros,90,US,1518322740,88,25.87,-97.51,69.8,8.05
465,gushikawa,75,JP,1518324960,62,26.35,127.87,60.8,17.22
466,moreira sales,92,BR,1518325371,98,-24.05,-53.01,69.76,8.01
467,inhambane,64,MZ,1518325371,86,-23.87,35.38,80.79,15.5
468,rock sound,24,BS,1518325232,99,24.9,-76.2,76.38,21.88
469,ahmadpur east,92,PK,1518325372,95,29.14,71.26,55.9,9.24
470,banepa,20,NP,1518322800,18,27.63,85.52,57.2,4.7
471,lajas,0,CU,1518321540,100,22.41,-80.29,73.4,9.17
472,zapadnaya dvina,88,RU,1518325373,91,56.26,32.09,25.03,12.26
473,alofi,88,NU,1518325374,96,-19.06,-169.92,82.41,32.28
474,angoche,44,MZ,1518325374,100,-16.23,39.91,79.44,10.58
475,narsaq,64,GL,1518324600,42,60.91,-46.05,8.6,11.41
476,laela,80,TZ,1518325375,99,-8.57,32.05,60.36,2.08
477,mananjary,80,MG,1518325376,98,-19.16,46.8,66.48,4.99
478,saint-pierre,92,FR,1518323400,100,48.95,4.24,35.6,21.92
479,aklavik,90,CA,1518321600,76,68.22,-135.01,-7.61,6.93
480,barranca,68,PE,1518325377,99,-10.75,-77.76,67.47,7.0
481,hoi an,75,VN,1518321600,73,15.88,108.33,75.2,12.75
482,salym,56,RU,1518325378,79,60.06,71.48,4.83,3.76
483,masunga,0,BW,1518321600,88,-20.62,27.45,62.6,3.36
484,sayyan,0,YE,1518325379,25,15.17,44.32,56.71,2.98
485,cayeli,68,TR,1518325379,85,41.09,40.73,36.64,2.53
486,cairns,20,AU,1518321600,66,-16.92,145.77,84.2,10.29
487,hillsborough,1,US,1518323700,19,37.57,-122.38,62.6,9.17
488,zhigansk,68,RU,1518325381,50,66.77,123.37,-17.0,3.09
489,norman wells,20,CA,1518321600,76,65.28,-126.83,-7.61,6.93
490,yining,0,CN,1518325382,37,29.04,114.56,50.37,4.43
491,astana,0,KZ,1518323400,83,51.13,71.43,-5.81,4.54
492,port-gentil,64,GA,1518325383,99,-0.72,8.78,80.2,7.56
493,tromso,75,NO,1518324600,74,69.65,18.96,30.2,9.17
494,amga,64,RU,1518325383,29,60.89,131.98,-20.6,3.65
495,jeremie,0,HT,1518325384,100,18.65,-74.12,74.58,0.07
496,kulachi,92,PK,1518325385,98,31.93,70.46,47.98,3.2
497,cliza,90,BO,1518322680,87,-17.59,-65.93,60.8,5.82
498,oriximina,36,BR,1518325385,89,-1.77,-55.87,77.01,4.09
499,kununurra,0,AU,1518321600,41,-15.77,128.74,95.0,4.7
500,coffs harbour,56,AU,1518321600,65,-30.3,153.13,82.4,13.87
501,yurla,80,RU,1518325387,78,59.33,54.32,9.28,3.76
502,springbok,56,ZA,1518325387,45,-29.67,17.88,65.44,4.76
503,debre tabor,0,ET,1518325387,27,11.86,38.01,66.12,4.09
504,roald,68,NO,1518324600,56,62.58,6.12,41.0,13.87
505,richards bay,88,ZA,1518325388,97,-28.77,32.06,72.96,1.19
506,copiapo,0,CL,1518321600,72,-27.37,-70.33,66.2,6.93
507,moundsville,90,US,1518324960,93,39.92,-80.74,39.2,5.82
508,mitsamiouli,20,KM,1518321600,78,-11.38,43.28,78.8,4.7
509,galesong,88,ID,1518325390,100,-5.32,119.37,78.36,4.99
510,erenhot,0,CN,1518325390,32,43.65,111.97,8.97,19.64
511,santa cruz,1,US,1518323700,30,36.97,-122.03,62.6,4.09
512,mindelo,75,PT,1518323400,100,41.31,-8.72,48.2,5.82
513,tateyama,75,JP,1518323940,64,36.66,137.31,37.4,18.34
514,saint-joseph,0,FR,1518323400,74,43.56,6.97,41.0,5.82
515,saint-louis,75,CH,1518323400,74,47.59,7.56,33.8,4.7
516,antsohihy,0,MG,1518325395,93,-14.88,47.99,80.97,7.0
517,port hedland,36,AU,1518321600,59,-20.31,118.58,93.2,11.41
518,komsomolskiy,92,RU,1518325395,85,67.55,63.78,9.42,8.57
519,pacatuba,24,BR,1518325396,97,-10.45,-36.65,72.06,3.2
520,ranot,0,TH,1518325396,67,7.78,100.32,84.57,12.15
521,ossora,32,RU,1518325397,89,59.24,163.07,14.19,3.65
522,wanning,75,AT,1518322800,95,48.64,13.53,32.0,2.24
523,mocuba,92,MZ,1518325397,100,-16.84,36.99,73.41,4.65
524,tomohon,20,ID,1518323400,70,1.33,124.84,86.0,10.29
525,warrnambool,12,AU,1518325399,87,-38.38,142.48,64.41,10.02
526,makaryev,64,RU,1518325399,81,57.88,43.81,15.27,6.67
527,dubai,0,AE,1518321600,77,25.27,55.3,60.8,3.36
528,buluang,75,PH,1518321600,66,10.47,123.98,87.8,13.87
529,lebanon,90,US,1518324900,93,43.64,-72.25,35.6,2.08
530,tres arroyos,0,AR,1518325401,61,-38.38,-60.28,53.85,8.43
531,wewak,56,PG,1518325401,77,-3.55,143.63,84.84,5.77
532,kargasok,24,RU,1518325402,76,59.06,80.87,10.09,3.53
533,amiens,90,FR,1518323400,93,49.89,2.3,41.0,11.41
534,jatibonico,0,CU,1518325402,81,21.94,-79.17,73.86,10.58
535,ramos arizpe,0,MX,1518325135,80,25.54,-100.95,50.86,2.42
536,taltal,0,CL,1518325403,100,-25.41,-70.49,51.09,1.97
537,jardim,44,BR,1518325404,94,-21.48,-56.15,74.71,9.24
538,bathsheba,40,BB,1518321600,83,13.22,-59.52,77.0,23.04
539,san policarpo,88,PH,1518325405,97,12.18,125.51,80.38,10.69
540,auki,0,NG,1518325405,58,12.18,6.51,58.78,3.42
541,shache,36,CN,1518325405,49,38.42,77.24,33.4,5.55
